Date,Open,High,Low,Close,Volume
2025-06-27,155.37515552512554,157.77459480877476,154.31746193491773,155.26742553710938,22100300
2025-06-30,155.12052793736225,156.56018553129329,154.54271024832016,155.97256469726562,7988200
2025-07-01,154.9540296078695,158.31322049737278,154.7189782995212,156.1096649169922,8942300
2025-07-02,156.38388652532845,159.42969066392476,155.52206160161265,158.9694061279297,8916400
2025-07-03,159.67453312452042,160.57555569929423,158.74414594697635,158.86167907714844,4280800
2025-07-07,157.78437133990954,158.15653216986124,154.31745052131402,154.8267059326172,7187400
2025-07-08,156.17823697609856,158.48952268354088,155.33598841464536,156.1586456298828,6879100
2025-07-09,156.10965540664026,158.14672179010574,154.9833997116965,156.06069946289062,4190100
2025-07-10,155.7081339572069,156.98128740344043,154.53289240096493,155.80606079101562,5674400
2025-07-11,155.7179369451355,155.88442602785636,153.90611849371814,154.20973205566406,5907700
2025-07-14,153.19118576267417,153.2695362006355,150.31187067882067,151.1051483154297,7382600
2025-07-15,153.06385734065165,153.47520085684334,150.9386522448089,151.1149444580078,6467300
2025-07-16,151.1149270880024,151.3107956794068,148.41188971764865,150.88967895507812,7106700
2025-07-17,149.8417879249297,150.3608465176609,148.66656120447826,149.4598388671875,7018600
2025-07-18,149.8809346948454,152.22159960699602,149.57733612013635,151.6046142578125,7433900
2025-07-21,151.7221497027021,156.62872823071714,151.71236150182236,155.6885528564453,7662300
2025-07-22,155.67876882763147,155.75710432440502,152.94635138332524,154.72879028320312,6951600
2025-07-23,155.31637753522827,156.73644360899428,153.6906397116097,156.5797576904297,7296200
2025-07-24,155.08134241462056,155.80605775719886,153.5535314100186,155.56121826171875,5014800
2025-07-25,155.6199737795311,155.91378415613028,154.16073998398895,155.1302947998047,4808200
2025-07-28,156.46223620593443,158.61683586434725,155.87463034403646,157.72561645507812,9627300
2025-07-29,158.69517704938835,160.2229882102832,157.81376075301912,158.73435974121094,9460900
2025-07-30,159.63536069490902,159.8997915502677,154.73857048954372,155.7766876220703,14382500
2025-07-31,149.94952079532268,153.5633546116425,142.57495542373456,143.7305908203125,24440100
2025-08-01,143.43678774206913,146.09083971056504,142.78060469268536,145.13107299804688,12706700
2025-08-04,145.4444612168616,147.67739641513657,144.0341981525444,144.46510314941406,8150200
2025-08-05,145.45426103676087,145.58156742082272,142.6630846308093,143.68162536621094,7794500
2025-08-06,143.62285221533583,143.68162625120848,141.1352893408382,142.82957458496094,8475700
2025-08-07,145.25839585739038,145.25839585739038,141.82083947375332,142.88833618164062,6753500
2025-08-08,143.32905375503412,144.96457987286885,142.6826738683255,144.51406860351562,5028700
2025-08-11,145.50322441190602,147.9418162541012,144.66097593890643,144.9156036376953,6215900
2025-08-12,145.71867073293618,150.723190727456,145.5032257205261,150.55670166015625,9304100
2025-08-13,150.79175283125267,153.8669363611628,150.45877469693906,153.357666015625,7103300
2025-08-14,151.70255145503523,155.37514403329286,151.70255145503523,154.8267059326172,6294800
2025-08-15,154.7777250049899,155.97254290846743,153.45560072885152,154.59165954589844,7583700
2025-08-18,154.52310368298606,156.45244013397775,153.99425693950286,155.61997985839844,4774400
2025-08-19,155.78650100994707,156.13905558184982,152.8288353471622,153.0247039794922,6396500
2025-08-20,153.1618172880529,153.40665682044917,150.2923051414019,152.23143005371094,7151700
2025-08-21,151.62421523269813,151.99636111703765,149.89074735985153,150.94845581054688,4997300
2025-08-22,151.63400078682108,156.58954987102464,151.36956994280766,154.74835205078125,7711500
2025-08-25,154.35661578527183,154.7875356985369,152.19222801866925,153.19117736816406,4653000
2025-08-26,154.40558943841575,156.65811587928738,154.1607499327518,155.88441467285156,9173000
2025-08-27,155.09113228376336,156.6678992493771,154.54269419899632,156.47203063964844,4549900
2025-08-28,156.60914587842234,157.89210250437355,155.74730603157127,157.48077392578125,8156300
2025-08-29,156.2369895078637,158.2642678572016,156.10966817853776,157.41221618652344,9949100
2025-09-02,154.56228138610112,155.65915752613427,151.40874753968916,155.50245666503906,7520300
2025-09-03,156.1096508141966,156.27615481578758,152.838598856896,154.03341674804688,6336400
2025-09-04,153.8462868137564,157.4511394651099,152.14235964291439,157.30340576171875,7781200
2025-09-05,157.6678312234862,161.026451136774,156.751837143107,157.4314422607422,7954200
2025-09-08,157.8746587447564,157.8746587447564,155.6290161950222,157.82542419433594,7019700
2025-09-09,157.95343499933472,159.16491137454742,155.19563925623177,156.2692108154297,6126000
2025-09-10,156.22981092852362,156.81093186555808,154.2501042620447,156.55484008789062,8256900
2025-09-11,156.79124545698423,159.62785294220978,155.57978393886154,159.07627868652344,8360200
2025-09-12,158.89899849024223,159.88392997655464,157.17536838919554,159.39146423339844,5430600
2025-09-15,158.96792986103355,160.2286409134762,157.79587406093765,158.7906494140625,5604800
2025-09-16,159.38160817634488,162.5136828501492,159.0664229109036,161.66664123535156,7997500
2025-09-17,162.1985133132623,163.8630499642418,160.7703656342866,162.769775390625,6057800
2025-09-18,164.36536280493877,166.3155228396159,163.72514835439344,165.59652709960938,10421200
2025-09-19,166.62084853676606,167.02467403078552,163.7842412035614,164.3358154296875,19444400
2025-09-22,164.33581868230908,167.6550328643859,163.41982461747318,167.16256713867188,6196600
2025-09-23,167.26107189625068,168.27555012288337,165.76397183186717,166.97543334960938,5468400
2025-09-24,166.5026537356574,171.8114333027022,166.12837499990712,170.93484497070312,9213700
2025-09-25,168.63011256362665,169.37865502148463,165.40938265926897,167.12315368652344,8093700
2025-09-26,167.1231534910489,168.35431774659537,165.5965218372597,166.650390625,4846000
2025-09-29,166.65038465331102,167.2807401284085,162.2772869696962,162.8091583251953,7523100
2025-09-30,163.14404335032157,164.32595807421473,162.39550086525685,163.8531951904297,5593300
2025-10-01,163.30164182477563,164.2570265593791,162.0113839950576,163.9812469482422,6153000
2025-10-02,165.2222487279222,166.98526938927986,164.66083059439728,166.30567932128906,5499500
2025-10-03,166.30567738295943,169.1619725083834,166.1973343248855,166.6306915283203,5137900
2025-10-06,167.97019861268103,168.305086719127,165.19269980909144,166.07913208007812,8265800
2025-10-07,167.33983375734428,169.38849281047956,162.65156584636892,162.9667510986328,7147500
2025-10-08,163.7350146559774,166.01020397030388,161.42041966628588,165.24195861816406,7302200
2025-10-09,164.84796637149415,165.08435532184563,160.77035090831077,163.1637420654297,6928400
2025-10-10,162.33641063601874,162.60233130974152,151.0392455746379,151.27561950683594,15818600
2025-10-13,153.6000567023282,159.9430176482744,153.43262015920368,159.3422088623047,10311000
2025-10-14,156.89959066753144,161.79470141584758,156.86018499144112,159.30282592773438,8675200
2025-10-15,161.7651647742423,161.7651647742423,157.89437592964313,160.51429748535156,7334100
2025-10-16,162.01136942131598,162.70081838713884,159.76572705900136,161.6075439453125,5686700
2025-10-17,160.40593932943682,161.3219183799656,159.23386847899647,160.98704528808594,4833100
